time,seconds_elapsed,z,y,x
1712257592139991800,0.04499169921875,0,0,0
1712257592149992000,0.054991943359375,-0.017988204956054688,0.029145479202270508,0.03300762176513672
1712257592159992600,0.06499267578125,0.05046653747558594,0.08939623832702637,-0.00886690616607666
1712257592169994000,0.074993896484375,0.169921875,0.1401233673095703,-0.09249216318130493
1712257592179996000,0.084995849609375,0.30502986907958984,0.16367435455322266,-0.13961398601531982
1712257592189998800,0.094998779296875,0.2685070037841797,-0.23278307914733887,0.6345133781433105
1712257592200002800,0.1050029296875,-0.7603998184204102,-0.1695420742034912,0.13626307249069214
1712257592210007600,0.115007568359375,-0.04396533966064453,0.6751794815063477,0.15468186140060425
1712257592220013300,0.125013427734375,-0.9038372039794922,0.12948322296142578,0.02217245101928711
1712257592230020000,0.13502001953125,-0.5726022720336914,0.08814144134521484,-0.08678954839706421
1712257592240028000,0.14502783203125,-0.3511314392089844,-0.0645451545715332,-0.17061468958854675
1712257592250036200,0.1550361328125,-0.3448047637939453,-0.2805914878845215,-0.34516769647598267
1712257592260045300,0.16504541015625,-0.11546993255615234,-0.2292466163635254,-0.4496855139732361
1712257592270054700,0.1750546875,0.1349639892578125,-0.10695934295654297,-0.31521692872047424
1712257592280064500,0.185064453125,0.2804269790649414,-0.07873106002807617,-0.18798069655895233
1712257592290074400,0.195074462890625,0.06389999389648438,-0.20162439346313477,-0.25142934918403625
1712257592300083700,0.205083740234375,0.31542301177978516,-0.21409964561462402,-0.07188571989536285
1712257592310089500,0.21508935546875,0.9590387344360352,-0.08716344833374023,-0.18062976002693176
1712257592320095200,0.22509521484375,1.782414436340332,0.39010000228881836,0.10504037141799927
1712257592330101000,0.23510107421875,2.306220054626465,0.3441441059112549,0.13677668571472168
1712257592340106500,0.2451064453125,2.3652029037475586,0.034673213958740234,-0.2882600426673889
1712257592350112300,0.2551123046875,1.9652986526489258,-0.4101243019104004,-0.652326762676239
1712257592360118000,0.265117919921875,1.0643291473388672,-0.48383641242980957,-0.7526815533638
1712257592370123800,0.275123779296875,0.12069320678710938,-0.2711482048034668,-0.5773714780807495
1712257592380129500,0.285129638671875,-0.8521804809570312,-0.24396109580993652,-0.350555956363678
1712257592390135300,0.29513525390625,-1.2689266204833984,-0.23387575149536133,-0.15303504467010498
1712257592400141000,0.30514111328125,-1.294163703918457,-0.12529468536376953,-0.0996149331331253
1712257592410146800,0.315146728515625,-1.116353988647461,0.04857039451599121,-0.11518526077270508
1712257592420152300,0.32515234375,-0.7408781051635742,0.1355149745941162,-0.06011413410305977
1712257592430158000,0.335157958984375,-0.598362922668457,-0.006693124771118164,-0.19103071093559265
1712257592440163800,0.345163818359375,-0.3228893280029297,-0.031167268753051758,-0.09539882838726044
1712257592450169600,0.355169677734375,-0.14469337463378906,-0.13814496994018555,-0.06301425397396088
1712257592460175400,0.36517529296875,0.07913780212402344,-0.10812067985534668,0.06478090584278107
1712257592470181000,0.37518115234375,0.5056877136230469,-0.056420087814331055,-0.01711559295654297
1712257592480187000,0.385186767578125,0.5991077423095703,-0.023616313934326172,-0.26931294798851013
1712257592490192600,0.395192626953125,0.3638124465942383,-0.022213459014892578,-0.261921226978302
1712257592500198400,0.405198486328125,0.12102127075195312,0.026245594024658203,-0.08428505063056946
1712257592510204000,0.415203857421875,-0.12902545928955078,0.1239173412322998,0.009779095649719238
1712257592520209700,0.425209716796875,-0.21872901916503906,0.13936185836791992,0.15889450907707214
1712257592530215400,0.43521533203125,-0.3205270767211914,0.019275665283203125,0.04235532879829407
1712257592540221200,0.44522119140625,-0.25701332092285156,-0.0690770149230957,-0.07639114558696747
1712257592550227000,0.45522705078125,-0.04154491424560547,-0.08866572380065918,-0.1994294971227646
1712257592560232700,0.465232666015625,0.14041519165039062,-0.12096405029296875,-0.17926359176635742
1712257592570238500,0.475238525390625,0.24788284301757812,-0.17077279090881348,-0.10339659452438354
1712257592580244200,0.485244140625,0.32961559295654297,-0.1210942268371582,-0.04310047626495361
1712257592590249700,0.495249755859375,0.2173309326171875,-0.0623166561126709,0.024088174104690552
1712257592600255500,0.50525537109375,0.15838241577148438,0.010856389999389648,-0.027295783162117004
1712257592610261200,0.51526123046875,0.2877073287963867,0.10736966133117676,-0.04158520698547363
1712257592620267000,0.52526708984375,0.2595205307006836,0.21657371520996094,0.08427456021308899
1712257592630272800,0.535272705078125,0.17597675323486328,0.2618560791015625,0.19168847799301147
1712257592640278500,0.545278564453125,0.06175804138183594,0.22035861015319824,0.2092733085155487
1712257592650284300,0.5552841796875,0.08171463012695312,0.12200331687927246,0.20367330312728882
1712257592660290000,0.5652900390625,0.06945323944091797,0.03683066368103027,0.1972980797290802
1712257592670295600,0.575295654296875,0.20433425903320312,0.011585235595703125,0.13202008605003357
1712257592680301300,0.58530126953125,0.20115375518798828,-0.047136545181274414,0.037532031536102295
1712257592690307000,0.59530712890625,0.03333854675292969,-0.0427250862121582,-0.16486641764640808
1712257592700312800,0.605312744140625,-0.1362285614013672,-0.05661201477050781,-0.2908328175544739
1712257592710318600,0.615318603515625,-0.15697669982910156,-0.1689927577972412,-0.03325778245925903
1712257592720324400,0.625324462890625,-0.14878559112548828,-0.10611462593078613,-0.0407017320394516
1712257592730330000,0.635330078125,-0.05996131896972656,-0.04130983352661133,-0.09057824313640594
1712257592740335900,0.6453359375,0.10421466827392578,0.00035691261291503906,-0.06086912751197815
1712257592750341400,0.65534130859375,0.0786581039428711,0.0998234748840332,0.0030078887939453125
1712257592760347100,0.66534716796875,-0.08299732208251953,0.16932892799377441,0.10261845588684082
1712257592770353000,0.675352783203125,-0.3373270034790039,0.14574432373046875,0.12462189793586731
1712257592780358700,0.685358642578125,-0.6038055419921875,0.056077003479003906,0.07586273550987244
1712257592790364400,0.695364501953125,-0.7460308074951172,-0.03200173377990723,0.05894431471824646
1712257592800370200,0.7053701171875,-0.6574325561523438,-0.04788017272949219,0.11176276206970215
1712257592810376000,0.7153759765625,-0.3263835906982422,-0.0509648323059082,0.028705358505249023
1712257592820381700,0.725381591796875,-0.028911590576171875,0.036422014236450195,-0.0418340265750885
1712257592830387500,0.735387451171875,0.1470327377319336,0.11121773719787598,0.05226784944534302
1712257592840393000,0.74539306640625,0.21289634704589844,0.17134737968444824,0.09160450100898743
1712257592850398700,0.755398681640625,0.18030261993408203,0.22674822807312012,0.04356679320335388
